Program,Year,Period,Week Ending,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Zip Code,Region,watershed_code,Watershed,Commodity,Data Item,Domain,Domain Category,Value,CV (%)
CENSUS,2012,YEAR,,STATE,NEW MEXICO,35,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",ECONOMIC CLASS,"ECONOMIC CLASS: (250,000 TO 499,999 $)",8449000,11.2
CENSUS,2012,YEAR,,STATE,NEW MEXICO,35,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",ECONOMIC CLASS,"ECONOMIC CLASS: (5,000 TO 9,999 $)", (D),(D)
CENSUS,2012,YEAR,,STATE,NEW MEXICO,35,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",ECONOMIC CLASS,"ECONOMIC CLASS: (50,000 TO 99,999 $)",708000,27.2
CENSUS,2012,YEAR,,STATE,NEW MEXICO,35,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",ECONOMIC CLASS,"ECONOMIC CLASS: (500,000 TO 999,999 $)",21534000,12
CENSUS,2012,YEAR,,STATE,NEW MEXICO,35,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",ECONOMIC CLASS,"ECONOMIC CLASS: (LESS THAN 1,000 $)",4000,67
CENSUS,2012,YEAR,,STATE,NEW MEXICO,35,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",ECONOMIC CLASS AND SALES,"ECONOMIC CLASS: (1,000,000 OR MORE $) AND SALES: (50,000 OR MORE $)",52759000,4.6
CENSUS,2012,YEAR,,STATE,NEW MEXICO,35,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",ECONOMIC CLASS AND SALES,"ECONOMIC CLASS: (100,000 TO 249,999 $) AND SALES: (50,000 OR MORE $)",1786000,43.8
CENSUS,2012,YEAR,,STATE,NEW MEXICO,35,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",ECONOMIC CLASS AND SALES,"ECONOMIC CLASS: (250,000 TO 499,999 $) AND SALES: (50,000 OR MORE $)",8092000,10.6
CENSUS,2012,YEAR,,STATE,NEW MEXICO,35,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",ECONOMIC CLASS AND SALES,"ECONOMIC CLASS: (50,000 TO 99,999 $) AND SALES: (50,000 OR MORE $)",443000,22.7
CENSUS,2012,YEAR,,STATE,NEW MEXICO,35,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",ECONOMIC CLASS AND SALES,"ECONOMIC CLASS: (500,000 TO 999,999 $) AND SALES: (50,000 OR MORE $)",21400000,13.1
CENSUS,2012,YEAR,,STATE,NEW MEXICO,35,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",FARM SALES,"FARM SALES: (1,000 TO 2,499 $)",20000,94.2
CENSUS,2012,YEAR,,STATE,NEW MEXICO,35,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",FARM SALES,"FARM SALES: (1,000,000 OR MORE $)",51591000,4.7
CENSUS,2012,YEAR,,STATE,NEW MEXICO,35,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",FARM SALES,"FARM SALES: (10,000 TO 24,999 $)",60000,13.9
CENSUS,2012,YEAR,,STATE,NEW MEXICO,35,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",FARM SALES,"FARM SALES: (100,000 TO 249,999 $)",2392000,41.7
CENSUS,2012,YEAR,,STATE,NEW MEXICO,35,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",FARM SALES,"FARM SALES: (2,500 TO 4,999 $)",1000,(H)
CENSUS,2012,YEAR,,STATE,NEW MEXICO,35,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",FARM SALES,"FARM SALES: (25,000 TO 49,999 $)",416000,15
CENSUS,2012,YEAR,,STATE,NEW MEXICO,35,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",FARM SALES,"FARM SALES: (250,000 TO 499,999 $)",9227000,10.3
CENSUS,2012,YEAR,,STATE,NEW MEXICO,35,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",FARM SALES,"FARM SALES: (5,000 TO 9,999 $)", (D),(D)
CENSUS,2012,YEAR,,STATE,NEW MEXICO,35,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",FARM SALES,"FARM SALES: (50,000 TO 99,999 $)",761000,25.3
CENSUS,2012,YEAR,,STATE,NEW MEXICO,35,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",FARM SALES,"FARM SALES: (500,000 TO 999,999 $)",22119000,11.8
CENSUS,2012,YEAR,,STATE,NEW MEXICO,35,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",FARM SALES,"FARM SALES: (LESS THAN 1,000 $)", (D),(D)
CENSUS,2012,YEAR,,STATE,NEW MEXICO,35,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",FARM SALES AND SALES,"FARM SALES: (1,000,000 OR MORE $) AND SALES: (50,000 OR MORE $)",51396000,4.7
CENSUS,2012,YEAR,,STATE,NEW MEXICO,35,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",FARM SALES AND SALES,"FARM SALES: (100,000 TO 249,999 $) AND SALES: (50,000 OR MORE $)",1665000,47
CENSUS,2012,YEAR,,STATE,NEW MEXICO,35,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",FARM SALES AND SALES,"FARM SALES: (250,000 TO 499,999 $) AND SALES: (50,000 OR MORE $)",8870000,9.6
CENSUS,2012,YEAR,,STATE,NEW MEXICO,35,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",FARM SALES AND SALES,"FARM SALES: (50,000 TO 99,999 $) AND SALES: (50,000 OR MORE $)",565000,18.8
CENSUS,2012,YEAR,,STATE,NEW MEXICO,35,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",FARM SALES AND SALES,"FARM SALES: (500,000 TO 999,999 $) AND SALES: (50,000 OR MORE $)",21986000,12.9
CENSUS,2012,YEAR,,STATE,NEW MEXICO,35,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1111),45947000,3
CENSUS,2012,YEAR,,STATE,NEW MEXICO,35,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1112),4410000,1.9
CENSUS,2012,YEAR,,STATE,NEW MEXICO,35,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1113), (D),(D)
CENSUS,2012,YEAR,,STATE,NEW MEXICO,35,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1119),23947000,15.5
CENSUS,2012,YEAR,,STATE,NEW MEXICO,35,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11192),1082000,76
CENSUS,2012,YEAR,,STATE,NEW MEXICO,35,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11193 & 11194 & 11199),22866000,18.7
CENSUS,2012,YEAR,,STATE,NEW MEXICO,35,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (112111),8418000,1.1
CENSUS,2012,YEAR,,STATE,NEW MEXICO,35,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (112112), (D),(D)
CENSUS,2012,YEAR,,STATE,NEW MEXICO,35,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11212),3537000,0.4
CENSUS,2012,YEAR,,STATE,NEW MEXICO,35,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1123), (D),(D)
CENSUS,2012,YEAR,,STATE,NEW MEXICO,35,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1124), (D),(D)
CENSUS,2012,YEAR,,STATE,NEW MEXICO,35,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1125 & 1129), (D),(D)
CENSUS,2012,YEAR,,STATE,NEW MEXICO,35,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",NAICS CLASSIFICATION AND SALES,"NAICS CLASSIFICATION: (1111) AND SALES: (50,000 OR MORE $)",45439000,3
CENSUS,2012,YEAR,,STATE,NEW MEXICO,35,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",NAICS CLASSIFICATION AND SALES,"NAICS CLASSIFICATION: (1112) AND SALES: (50,000 OR MORE $)", (D),(D)
CENSUS,2012,YEAR,,STATE,NEW MEXICO,35,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",NAICS CLASSIFICATION AND SALES,"NAICS CLASSIFICATION: (1113) AND SALES: (50,000 OR MORE $)", (D),(D)
CENSUS,2012,YEAR,,STATE,NEW MEXICO,35,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",NAICS CLASSIFICATION AND SALES,"NAICS CLASSIFICATION: (1119) AND SALES: (50,000 OR MORE $)",22651000,18.4
CENSUS,2012,YEAR,,STATE,NEW MEXICO,35,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",NAICS CLASSIFICATION AND SALES,"NAICS CLASSIFICATION: (11192) AND SALES: (50,000 OR MORE $)",954000,77.3
CENSUS,2012,YEAR,,STATE,NEW MEXICO,35,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",NAICS CLASSIFICATION AND SALES,"NAICS CLASSIFICATION: (11193 & 11194 & 11199) AND SALES: (50,000 OR MORE $)",21697000,21.3
CENSUS,2012,YEAR,,STATE,NEW MEXICO,35,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",NAICS CLASSIFICATION AND SALES,"NAICS CLASSIFICATION: (112111) AND SALES: (50,000 OR MORE $)",8307000,1.1
CENSUS,2012,YEAR,,STATE,NEW MEXICO,35,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",NAICS CLASSIFICATION AND SALES,"NAICS CLASSIFICATION: (112112) AND SALES: (50,000 OR MORE $)", (D),(D)
CENSUS,2012,YEAR,,STATE,NEW MEXICO,35,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",NAICS CLASSIFICATION AND SALES,"NAICS CLASSIFICATION: (11212) AND SALES: (50,000 OR MORE $)",3537000,0.4
CENSUS,2012,YEAR,,STATE,NEW MEXICO,35,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",SALES,"SALES: (50,000 OR MORE $)",84480000,4.1
CENSUS,2012,YEAR,,STATE,NEW MEXICO,35,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,86607000,3.7
CENSUS,2012,YEAR,,STATE,NEW YORK,36,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",AREA OPERATED,"AREA OPERATED: (1,000 TO 1,999 ACRES)",149024000,8.9
CENSUS,2012,YEAR,,STATE,NEW YORK,36,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",AREA OPERATED,AREA OPERATED: (1.0 TO 9.9 ACRES),28000,94.1
CENSUS,2012,YEAR,,STATE,NEW YORK,36,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",AREA OPERATED,AREA OPERATED: (10.0 TO 49.9 ACRES),1938000,9.2
CENSUS,2012,YEAR,,STATE,NEW YORK,36,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",AREA OPERATED,AREA OPERATED: (100 TO 139 ACRES),8216000,7.8
CENSUS,2012,YEAR,,STATE,NEW YORK,36,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",AREA OPERATED,AREA OPERATED: (140 TO 179 ACRES),8441000,9.1
CENSUS,2012,YEAR,,STATE,NEW YORK,36,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",AREA OPERATED,AREA OPERATED: (180 TO 219 ACRES),12831000,16.2
CENSUS,2012,YEAR,,STATE,NEW YORK,36,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",AREA OPERATED,"AREA OPERATED: (2,000 OR MORE ACRES)",237842000,12.1
CENSUS,2012,YEAR,,STATE,NEW YORK,36,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",AREA OPERATED,AREA OPERATED: (220 TO 259 ACRES),12154000,19.6
CENSUS,2012,YEAR,,STATE,NEW YORK,36,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",AREA OPERATED,AREA OPERATED: (260 TO 499 ACRES),66950000,7.3
CENSUS,2012,YEAR,,STATE,NEW YORK,36,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",AREA OPERATED,AREA OPERATED: (50.0 TO 69.9 ACRES),2317000,20.6
CENSUS,2012,YEAR,,STATE,NEW YORK,36,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",AREA OPERATED,AREA OPERATED: (500 TO 999 ACRES),116873000,11.1
CENSUS,2012,YEAR,,STATE,NEW YORK,36,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",AREA OPERATED,AREA OPERATED: (70.0 TO 99.9 ACRES),4179000,10.9
CENSUS,2012,YEAR,,STATE,NEW YORK,36,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",AREA OPERATED AND SALES,"AREA OPERATED: (1,000 TO 1,999 ACRES) AND SALES: (50,000 OR MORE $)",147059000,9
CENSUS,2012,YEAR,,STATE,NEW YORK,36,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",AREA OPERATED AND SALES,"AREA OPERATED: (10.0 TO 49.9 ACRES) AND SALES: (50,000 OR MORE $)", (D),(D)
CENSUS,2012,YEAR,,STATE,NEW YORK,36,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",AREA OPERATED AND SALES,"AREA OPERATED: (100 TO 139 ACRES) AND SALES: (50,000 OR MORE $)",1276000,40.7
CENSUS,2012,YEAR,,STATE,NEW YORK,36,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",AREA OPERATED AND SALES,"AREA OPERATED: (140 TO 179 ACRES) AND SALES: (50,000 OR MORE $)",2152000,21.9
CENSUS,2012,YEAR,,STATE,NEW YORK,36,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",AREA OPERATED AND SALES,"AREA OPERATED: (180 TO 219 ACRES) AND SALES: (50,000 OR MORE $)",7287000,26.1
CENSUS,2012,YEAR,,STATE,NEW YORK,36,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",AREA OPERATED AND SALES,"AREA OPERATED: (2,000 OR MORE ACRES) AND SALES: (50,000 OR MORE $)",237419000,12.1
CENSUS,2012,YEAR,,STATE,NEW YORK,36,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",AREA OPERATED AND SALES,"AREA OPERATED: (220 TO 259 ACRES) AND SALES: (50,000 OR MORE $)",7258000,33.3
CENSUS,2012,YEAR,,STATE,NEW YORK,36,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",AREA OPERATED AND SALES,"AREA OPERATED: (260 TO 499 ACRES) AND SALES: (50,000 OR MORE $)",49221000,10.1
CENSUS,2012,YEAR,,STATE,NEW YORK,36,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",AREA OPERATED AND SALES,"AREA OPERATED: (50.0 TO 69.9 ACRES) AND SALES: (50,000 OR MORE $)", (D),(D)
CENSUS,2012,YEAR,,STATE,NEW YORK,36,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",AREA OPERATED AND SALES,"AREA OPERATED: (500 TO 999 ACRES) AND SALES: (50,000 OR MORE $)",108186000,12.2
CENSUS,2012,YEAR,,STATE,NEW YORK,36,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",AREA OPERATED AND SALES,"AREA OPERATED: (70.0 TO 99.9 ACRES) AND SALES: (50,000 OR MORE $)",639000,33
CENSUS,2012,YEAR,,STATE,NEW YORK,36,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",ECONOMIC CLASS,"ECONOMIC CLASS: (1,000 TO 2,499 $)",51000,22.7
CENSUS,2012,YEAR,,STATE,NEW YORK,36,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",ECONOMIC CLASS,"ECONOMIC CLASS: (1,000,000 OR MORE $)",335751000,9.6
CENSUS,2012,YEAR,,STATE,NEW YORK,36,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",ECONOMIC CLASS,"ECONOMIC CLASS: (10,000 TO 24,999 $)",4639000,9.7
CENSUS,2012,YEAR,,STATE,NEW YORK,36,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",ECONOMIC CLASS,"ECONOMIC CLASS: (100,000 TO 249,999 $)",56092000,15.1
CENSUS,2012,YEAR,,STATE,NEW YORK,36,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",ECONOMIC CLASS,"ECONOMIC CLASS: (2,500 TO 4,999 $)",293000,13.6
CENSUS,2012,YEAR,,STATE,NEW YORK,36,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",ECONOMIC CLASS,"ECONOMIC CLASS: (25,000 TO 49,999 $)",10818000,7.6
CENSUS,2012,YEAR,,STATE,NEW YORK,36,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",ECONOMIC CLASS,"ECONOMIC CLASS: (250,000 TO 499,999 $)",77967000,8.9
CENSUS,2012,YEAR,,STATE,NEW YORK,36,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",ECONOMIC CLASS,"ECONOMIC CLASS: (5,000 TO 9,999 $)",1102000,14.4
CENSUS,2012,YEAR,,STATE,NEW YORK,36,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",ECONOMIC CLASS,"ECONOMIC CLASS: (50,000 TO 99,999 $)",23314000,13.2
CENSUS,2012,YEAR,,STATE,NEW YORK,36,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",ECONOMIC CLASS,"ECONOMIC CLASS: (500,000 TO 999,999 $)",110756000,13.8
CENSUS,2012,YEAR,,STATE,NEW YORK,36,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",ECONOMIC CLASS,"ECONOMIC CLASS: (LESS THAN 1,000 $)",11000,32.5
CENSUS,2012,YEAR,,STATE,NEW YORK,36,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",ECONOMIC CLASS AND SALES,"ECONOMIC CLASS: (1,000,000 OR MORE $) AND SALES: (50,000 OR MORE $)",333779000,9.7
CENSUS,2012,YEAR,,STATE,NEW YORK,36,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",ECONOMIC CLASS AND SALES,"ECONOMIC CLASS: (100,000 TO 249,999 $) AND SALES: (50,000 OR MORE $)",44464000,18.8
CENSUS,2012,YEAR,,STATE,NEW YORK,36,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",ECONOMIC CLASS AND SALES,"ECONOMIC CLASS: (250,000 TO 499,999 $) AND SALES: (50,000 OR MORE $)",66512000,10.2
CENSUS,2012,YEAR,,STATE,NEW YORK,36,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",ECONOMIC CLASS AND SALES,"ECONOMIC CLASS: (50,000 TO 99,999 $) AND SALES: (50,000 OR MORE $)",9808000,17.9
CENSUS,2012,YEAR,,STATE,NEW YORK,36,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",ECONOMIC CLASS AND SALES,"ECONOMIC CLASS: (500,000 TO 999,999 $) AND SALES: (50,000 OR MORE $)",106231000,14.5
CENSUS,2012,YEAR,,STATE,NEW YORK,36,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",FARM SALES,"FARM SALES: (1,000 TO 2,499 $)",51000,28.9
CENSUS,2012,YEAR,,STATE,NEW YORK,36,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",FARM SALES,"FARM SALES: (1,000,000 OR MORE $)",332603000,9.7
CENSUS,2012,YEAR,,STATE,NEW YORK,36,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",FARM SALES,"FARM SALES: (10,000 TO 24,999 $)",4895000,9.4
CENSUS,2012,YEAR,,STATE,NEW YORK,36,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",FARM SALES,"FARM SALES: (100,000 TO 249,999 $)",57839000,15.3
CENSUS,2012,YEAR,,STATE,NEW YORK,36,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",FARM SALES,"FARM SALES: (2,500 TO 4,999 $)",322000,13.2
CENSUS,2012,YEAR,,STATE,NEW YORK,36,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",FARM SALES,"FARM SALES: (25,000 TO 49,999 $)",10941000,7.6
CENSUS,2012,YEAR,,STATE,NEW YORK,36,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",FARM SALES,"FARM SALES: (250,000 TO 499,999 $)",79783000,10.3
CENSUS,2012,YEAR,,STATE,NEW YORK,36,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",FARM SALES,"FARM SALES: (5,000 TO 9,999 $)",1129000,11.1
CENSUS,2012,YEAR,,STATE,NEW YORK,36,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",FARM SALES,"FARM SALES: (50,000 TO 99,999 $)",23539000,12
CENSUS,2012,YEAR,,STATE,NEW YORK,36,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",FARM SALES,"FARM SALES: (500,000 TO 999,999 $)",109676000,12.1
CENSUS,2012,YEAR,,STATE,NEW YORK,36,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",FARM SALES,"FARM SALES: (LESS THAN 1,000 $)",15000,26.5
CENSUS,2012,YEAR,,STATE,NEW YORK,36,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",FARM SALES AND SALES,"FARM SALES: (1,000,000 OR MORE $) AND SALES: (50,000 OR MORE $)",330688000,9.7
CENSUS,2012,YEAR,,STATE,NEW YORK,36,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",FARM SALES AND SALES,"FARM SALES: (100,000 TO 249,999 $) AND SALES: (50,000 OR MORE $)",46029000,18.4
CENSUS,2012,YEAR,,STATE,NEW YORK,36,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",FARM SALES AND SALES,"FARM SALES: (250,000 TO 499,999 $) AND SALES: (50,000 OR MORE $)",68425000,12
CENSUS,2012,YEAR,,STATE,NEW YORK,36,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",FARM SALES AND SALES,"FARM SALES: (50,000 TO 99,999 $) AND SALES: (50,000 OR MORE $)",10281000,16.3
CENSUS,2012,YEAR,,STATE,NEW YORK,36,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",FARM SALES AND SALES,"FARM SALES: (500,000 TO 999,999 $) AND SALES: (50,000 OR MORE $)",105370000,12.7
CENSUS,2012,YEAR,,STATE,NEW YORK,36,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1111),373104000,15
CENSUS,2012,YEAR,,STATE,NEW YORK,36,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1112),27802000,5.5
CENSUS,2012,YEAR,,STATE,NEW YORK,36,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1113),4017000,41.7
CENSUS,2012,YEAR,,STATE,NEW YORK,36,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1114),702000,18.1
CENSUS,2012,YEAR,,STATE,NEW YORK,36,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1119),24861000,5.6
CENSUS,2012,YEAR,,STATE,NEW YORK,36,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11193 & 11194 & 11199),24861000,5.6
CENSUS,2012,YEAR,,STATE,NEW YORK,36,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (112111),15218000,6.7
CENSUS,2012,YEAR,,STATE,NEW YORK,36,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (112112),2387000,16.4
CENSUS,2012,YEAR,,STATE,NEW YORK,36,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11212),157304000,4.1
CENSUS,2012,YEAR,,STATE,NEW YORK,36,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1122),2170000,7.8
CENSUS,2012,YEAR,,STATE,NEW YORK,36,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1123),11813000,14
CENSUS,2012,YEAR,,STATE,NEW YORK,36,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1124),112000,21.3
CENSUS,2012,YEAR,,STATE,NEW YORK,36,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1125 & 1129),1303000,27.4
CENSUS,2012,YEAR,,STATE,NEW YORK,36,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",NAICS CLASSIFICATION AND SALES,"NAICS CLASSIFICATION: (1111) AND SALES: (50,000 OR MORE $)",349584000,16
CENSUS,2012,YEAR,,STATE,NEW YORK,36,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",NAICS CLASSIFICATION AND SALES,"NAICS CLASSIFICATION: (1112) AND SALES: (50,000 OR MORE $)",26657000,5.9
CENSUS,2012,YEAR,,STATE,NEW YORK,36,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",NAICS CLASSIFICATION AND SALES,"NAICS CLASSIFICATION: (1113) AND SALES: (50,000 OR MORE $)",3502000,51.9
CENSUS,2012,YEAR,,STATE,NEW YORK,36,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",NAICS CLASSIFICATION AND SALES,"NAICS CLASSIFICATION: (1114) AND SALES: (50,000 OR MORE $)", (D),(D)
CENSUS,2012,YEAR,,STATE,NEW YORK,36,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",NAICS CLASSIFICATION AND SALES,"NAICS CLASSIFICATION: (1119) AND SALES: (50,000 OR MORE $)",18208000,9.2
CENSUS,2012,YEAR,,STATE,NEW YORK,36,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",NAICS CLASSIFICATION AND SALES,"NAICS CLASSIFICATION: (11193 & 11194 & 11199) AND SALES: (50,000 OR MORE $)",18208000,9.2
CENSUS,2012,YEAR,,STATE,NEW YORK,36,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",NAICS CLASSIFICATION AND SALES,"NAICS CLASSIFICATION: (112111) AND SALES: (50,000 OR MORE $)",11833000,6.8
CENSUS,2012,YEAR,,STATE,NEW YORK,36,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",NAICS CLASSIFICATION AND SALES,"NAICS CLASSIFICATION: (112112) AND SALES: (50,000 OR MORE $)",1795000,20.2
CENSUS,2012,YEAR,,STATE,NEW YORK,36,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",NAICS CLASSIFICATION AND SALES,"NAICS CLASSIFICATION: (11212) AND SALES: (50,000 OR MORE $)",134190000,3.4
